%E6%9D%B1%E3%82%A2%E3%82%B8%E3%82%A2,-0.171902,-1.44632,0.17454,0.450363,0.518057,-2.32201,0.657683,1.29443,0.601297,0.197451,-1.60591,0.309269,0.334094,-2.64359,0.327351,0.874544,0.989432,0.0629151,0.578131,0.187921,0.229143,-0.813312,1.19577,0.378585,-1.31302,-0.327462,-1.46056,-0.138059,-0.730033,1.47895,1.69429,0.564584,-1.5528,-1.1158,0.402086,-1.49666,1.06776,-0.348755,1.16121,-0.682651,1.17329,0.482713,-1.36008,2.90646,1.35358,-1.06139,-2.37014,-0.280458,-0.58053,-1.26059
%E7%B5%B1%E5%90%88%E8%BB%8D_(%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E8%BB%8D),-0.0994429,-1.4665,0.103791,0.585095,0.439391,-1.69054,0.476567,0.975399,0.728237,-0.0443085,-1.36196,0.525641,0.530609,-2.51784,0.184309,0.776208,0.739959,-0.38887,0.414698,-0.0497992,0.353363,-0.78199,0.699337,0.437474,-1.2631,0.22998,-1.21199,0.08296,-0.776908,1.72615,1.52426,0.495172,-1.12302,-1.34954,0.202847,-0.937947,1.22436,-0.209101,1.0797,-0.354179,0.89309,0.175926,-1.07807,2.38277,1.24123,-1.04909,-2.66213,-0.504083,-0.516444,-0.965212
%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8%E3%83%AA%E3%83%BC%E3%83%80%E3%83%BC,-0.115866,-1.35403,0.170087,0.437917,0.544703,-1.93697,0.564673,1.37426,0.845368,0.102586,-1.34491,0.429509,0.336764,-2.7126,0.341493,0.700675,0.812944,-0.377213,0.657873,0.0656492,0.406342,-0.684858,0.996122,0.300084,-1.08831,-0.0410882,-1.47777,0.14639,-0.817573,1.63393,1.57693,0.723267,-1.05143,-1.25853,0.211519,-1.19544,1.26315,-0.369094,1.02674,-0.544269,1.06166,0.0695288,-1.22796,2.47511,1.29892,-0.945056,-2.63137,-0.626488,-0.425877,-1.12631
%C5%A0,0.209532,-1.27609,-0.0362744,0.311539,0.764066,-1.78458,0.723268,1.04629,0.917797,0.102576,-1.13866,0.276537,0.473575,-2.93919,0.374674,0.745112,0.957598,-0.721552,0.912602,0.0466341,0.549798,-0.614849,0.882282,0.23429,-0.857722,0.0659833,-1.56618,-0.0667826,-0.99991,1.65368,1.93799,0.508176,-1.06503,-1.32472,0.19967,-0.933065,1.35772,-0.0243615,1.1846,-0.288887,0.880628,0.0831426,-1.10727,2.35743,1.12161,-0.84933,-2.83436,-0.783068,-0.427362,-0.969642
%E3%83%9B%E3%83%83%E3%83%88%E3%83%89%E3%83%83%E3%82%B0,-0.224414,-1.37517,0.443818,0.490786,0.300353,-2.25725,0.574894,1.51311,0.823909,0.258485,-1.40466,0.326415,0.428851,-2.63469,0.427485,0.882459,0.768113,-0.256358,0.738452,0.111167,0.295219,-0.708686,1.10499,0.447046,-0.976817,-0.138778,-1.39345,0.122057,-0.796096,1.66457,1.51445,0.762902,-1.18129,-1.38678,0.242152,-1.34763,1.13973,-0.365156,1.00489,-0.62273,1.00021,0.116931,-1.31295,2.66141,1.45596,-1.19582,-2.65423,-0.541633,-0.479824,-1.08039
%C4%B9,-0.280945,-1.33744,0.0336637,0.146943,0.862054,-2.24157,0.751929,1.01546,0.639997,0.158185,-1.20819,0.330519,0.346163,-3.13898,0.444246,0.812697,1.24425,-0.225101,0.72299,0.081497,0.562746,-0.514062,1.20722,0.383227,-1.2703,-0.205217,-1.8265,0.0358914,-1.03693,1.34025,2.09705,0.402738,-1.39493,-1.25653,0.520036,-1.40895,1.48613,-0.159419,1.14957,-0.552408,1.10432,0.376881,-1.25998,2.80836,1.2994,-0.926813,-2.61831,-0.429641,-0.487161,-1.26299
%E3%83%8D%E3%83%BC%E3%83%87%E3%83%AB%E3%83%A9%E3%83%B3%E3%83%88%E9%80%A3%E9%82%A6%E5%85%B1%E5%92%8C%E5%9B%BD,-0.119896,-1.326,0.0938264,0.431338,0.605366,-2.12854,0.601887,1.15082,0.990398,0.162137,-1.29356,0.113003,0.496156,-3.03897,0.40365,0.737556,0.735315,-0.493612,0.905638,-0.00801355,0.438905,-0.501756,0.835196,0.455461,-1.16869,0.0289822,-1.36168,0.24401,-0.934623,1.92493,1.44761,0.612219,-0.844086,-1.44591,0.0205636,-1.19916,1.34505,-0.0130957,1.28899,-0.478058,0.760314,0.00131619,-1.13785,2.39366,1.30634,-1.1796,-2.91139,-0.694702,-0.586876,-1.11668
%E4%B8%AD%E5%A4%AE%E9%9B%86%E6%A8%A9,-0.249346,-1.65212,0.195163,0.563564,0.44385,-1.7919,0.53959,1.28899,0.462027,0.101074,-1.38388,0.801184,0.1466,-2.40396,0.207382,0.772404,1.00057,-0.0486497,0.242078,0.200763,0.308668,-0.863924,1.03307,0.408384,-1.082,-0.223476,-1.48393,-0.140555,-0.563571,1.14926,1.42486,0.624456,-1.26021,-1.10032,0.759829,-1.18492,0.705465,-0.600147,0.715346,-0.49653,1.20285,0.399256,-1.64957,2.41643,1.27645,-0.92605,-1.92805,-0.488146,-0.54146,-0.975606
%E6%A5%BD%E5%99%A8,-0.52327,-1.60174,0.435989,0.555891,0.323392,-2.23861,0.403115,1.45806,0.680413,0.1963,-1.6169,0.671431,0.223671,-2.5913,0.400076,0.699825,0.922567,0.0535096,0.43466,0.288062,0.280692,-0.838137,1.09105,0.503554,-1.16953,-0.295068,-1.49261,-0.0277015,-0.653545,1.35658,1.47775,0.797524,-1.28614,-1.24237,0.665802,-1.39771,0.837854,-0.465819,0.836856,-0.717395,1.12061,0.251702,-1.73282,2.78651,1.31818,-1.08934,-2.34169,-0.381792,-0.589031,-1.03294
%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E6%B5%B7%E8%BB%8D,-0.54875,-1.74824,0.406859,0.531291,0.354783,-2.15465,0.385986,1.26696,0.600136,0.160379,-1.6518,0.647642,0.308782,-2.65708,0.357573,0.543673,0.95195,-0.0891742,0.391467,0.280439,0.290469,-0.919953,0.933285,0.584675,-1.4743,-0.32883,-1.41725,0.0960978,-0.702606,1.46199,1.68834,0.738782,-1.37069,-1.3154,0.586134,-1.32152,1.00086,-0.475771,0.913509,-0.693844,1.10892,0.388394,-1.62726,3.00208,1.31416,-1.03607,-2.51847,-0.271934,-0.614404,-1.01711
%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E6%B3%95,-0.537431,-1.77002,0.594632,0.703948,0.270457,-1.94798,0.0925687,1.43571,0.695578,0.174087,-1.81996,0.761449,0.354641,-2.31722,0.304754,0.480742,0.711737,-0.256677,0.381739,0.262292,0.199467,-0.906475,0.823189,0.47446,-1.21051,-0.165287,-1.36853,-0.13168,-0.469541,1.58031,1.23129,1.1043,-1.23796,-1.22753,0.450788,-1.18289,0.460491,-0.498747,0.649663,-0.429138,0.951443,0.26462,-1.81526,2.73146,1.16649,-0.96861,-2.3948,-0.531536,-0.592961,-0.7552
%E6%9D%B1%E6%B4%8B%E6%80%9D%E6%83%B3,-0.0369453,-1.36826,-0.0243872,0.656404,0.54216,-1.47158,0.499504,1.06889,0.735398,0.126905,-1.34752,0.584338,0.355734,-2.45974,0.386853,0.791224,0.744348,-0.413013,0.42041,0.118375,0.443354,-0.622567,0.952474,0.177588,-0.819184,0.125266,-1.3418,-0.0504441,-0.608129,1.53615,1.18519,0.637329,-1.00582,-1.19375,0.52795,-0.923455,1.0194,-0.325031,0.981194,-0.339817,0.930927,0.212486,-1.38179,2.10368,1.23585,-0.940136,-2.16683,-0.761028,-0.487145,-1.01277
%E7%B7%8B%E6%96%87%E5%AD%97,-0.430223,-1.44014,0.231291,0.367229,0.579869,-2.20254,0.656745,1.23148,0.765702,0.257602,-1.55391,0.267923,0.364616,-2.67348,0.682293,0.695317,0.920076,-0.32084,0.699839,0.158553,0.244801,-0.732682,1.08997,0.620039,-1.232,-0.0923573,-1.2433,0.42498,-0.84577,1.58782,1.64014,0.554376,-1.20737,-1.41127,0.307254,-1.29,1.37172,-0.157113,1.08362,-0.65554,0.992066,0.232162,-1.16425,2.77368,1.43309,-1.2252,-2.69623,-0.433574,-0.560319,-1.15538
%E6%B8%A9%E6%9A%96%E6%B9%BF%E6%BD%A4%E6%B0%97%E5%80%99,-0.282842,-1.46152,0.262,0.594732,0.45052,-1.85512,0.498348,1.31608,0.432374,0.181696,-1.43762,0.553771,0.169457,-2.39372,0.318611,0.689918,0.810139,-0.105146,0.382767,0.147691,0.288896,-0.65722,0.852708,0.33989,-1.09836,-0.114093,-1.37219,0.0304758,-0.541294,1.43696,1.3007,0.709038,-1.16222,-1.1628,0.4833,-1.18522,0.853633,-0.391643,0.947593,-0.482328,0.992098,0.262369,-1.56117,2.4451,1.22022,-0.920428,-2.14133,-0.496714,-0.54671,-0.964949
%E5%85%B1%E7%94%A3%E4%B8%BB%E7%BE%A9,-0.265009,-1.36831,0.127668,0.390507,0.803837,-2.27975,0.617309,1.24961,0.380833,0.193205,-1.50381,0.320674,0.139146,-2.95455,0.542329,0.818702,1.15518,-0.0144678,0.491375,0.04642,0.330378,-0.60738,1.20575,0.376065,-1.18498,-0.295773,-1.53407,0.0074539,-0.785953,1.26396,1.68911,0.473836,-1.31407,-1.09461,0.513467,-1.38897,1.22559,-0.112449,1.1797,-0.560842,1.15473,0.437637,-1.37293,2.54896,1.32401,-1.14519,-2.3896,-0.311836,-0.43739,-1.17757
1%E6%9C%8820%E6%97%A5,-0.367394,-1.50592,0.0325554,0.490434,0.509096,-1.7671,0.618235,1.13365,0.65763,0.049651,-1.06091,0.654648,0.275012,-3.03362,0.334682,0.621388,1.06453,-0.220934,0.419878,0.385018,0.743102,-0.579597,0.838022,-0.0749827,-1.20851,-0.1297,-1.59669,-0.288098,-0.614673,1.1417,1.52781,0.78003,-1.11954,-0.997908,0.822603,-1.29427,1.18122,-0.527085,1.27809,-0.435672,1.0672,0.511055,-1.63452,2.17484,1.08048,-0.486575,-1.92163,-0.823938,-0.53918,-0.839763
%E5%9B%BD%E9%9A%9B%E9%80%A3%E5%90%88%E5%AE%89%E5%85%A8%E4%BF%9D%E9%9A%9C%E7%90%86%E4%BA%8B%E4%BC%9A,-0.200582,-1.42821,0.101664,0.431408,0.857874,-2.34362,0.508351,1.49111,0.492152,0.103357,-1.59575,0.373515,0.0365148,-2.97975,0.460819,0.824891,1.26761,0.138579,0.422702,0.136346,0.289345,-0.748545,1.15113,0.572667,-1.40879,-0.506922,-1.6148,0.154801,-0.862854,1.51652,1.79504,0.545655,-1.40943,-1.20613,0.448057,-1.61772,1.45052,-0.26405,1.07107,-1.01648,1.37678,0.359913,-1.39226,2.92901,1.38919,-1.45824,-2.5986,-0.171743,-0.480588,-1.49005
%E3%82%A8%E3%83%AB%E3%83%9E%E3%83%BC%E3%83%BB%E3%83%A9%E3%82%A4%E3%82%B9,-0.201533,-1.43773,0.308746,0.347917,0.493595,-1.96203,0.582811,1.24092,0.706547,0.175331,-1.38923,0.514684,0.385201,-2.49557,0.359491,0.70157,0.839583,-0.302035,0.501086,0.0756733,0.309198,-0.731494,1.055,0.545565,-1.10121,-0.0180773,-1.327,0.207811,-0.76442,1.62741,1.55753,0.594246,-1.20931,-1.27322,0.318772,-1.13264,1.17079,-0.205145,0.948462,-0.515828,1.05633,0.101006,-1.18957,2.5294,1.27371,-0.956615,-2.51631,-0.55872,-0.515979,-1.10077
%E5%9B%BD%E9%9A%9B%E9%80%A3%E5%90%88%E6%95%99%E8%82%B2%E7%A7%91%E5%AD%A6%E6%96%87%E5%8C%96%E6%A9%9F%E9%96%A2,-0.177692,-1.46117,-0.0323622,0.454531,0.867681,-2.41131,0.485248,1.33926,0.54094,0.145606,-1.56343,0.329512,-0.022634,-2.97427,0.577543,0.736656,1.17045,0.148634,0.452548,0.112859,0.230166,-0.819992,1.20895,0.588953,-1.42292,-0.491798,-1.55836,0.222422,-0.834254,1.48881,1.74131,0.45201,-1.40031,-1.22213,0.42791,-1.68095,1.41194,-0.28349,0.967774,-1.0078,1.23245,0.326875,-1.39428,2.87295,1.4399,-1.48082,-2.51173,-0.160656,-0.591522,-1.47092
%E5%A8%AF%E6%A5%BD,-0.0709323,-1.40099,0.370718,0.378071,0.35881,-2.2072,0.568589,1.18946,0.887864,0.224261,-1.4891,0.252301,0.561088,-2.5883,0.362883,0.715865,0.700544,-0.629497,0.780587,-0.0140771,0.371509,-0.703217,1.04065,0.600437,-1.03374,0.111311,-1.27816,0.242138,-0.872849,1.78914,1.61459,0.743291,-1.0874,-1.46985,0.0599376,-1.18787,1.1464,-0.12584,0.989154,-0.448194,0.813465,0.107139,-1.21209,2.57287,1.24283,-1.06411,-2.75187,-0.576409,-0.385067,-0.94982
%E3%83%96%E3%83%83%E3%82%AF%E3%83%9E%E3%83%BC%E3%82%AF,-0.143423,-1.34659,0.103995,0.296077,0.583375,-1.96899,0.715026,1.5114,0.87166,0.215068,-1.59043,0.413412,0.474075,-2.69115,0.30313,0.797861,0.800621,-0.355919,0.777635,0.0302008,0.52116,-0.733646,1.15848,0.131249,-0.999735,0.128768,-1.43284,0.0802298,-0.868698,1.63912,1.63968,0.567048,-1.10166,-1.19893,0.189362,-1.29375,1.21952,-0.263433,0.944604,-0.469751,0.997385,0.196324,-1.12863,2.36968,1.11446,-0.866199,-2.61831,-0.612067,-0.426831,-1.06067
Libvirt,-0.259107,-1.3624,0.508183,0.410707,0.453767,-2.5744,0.406088,1.43791,1.07576,0.179569,-1.61632,0.160116,0.530629,-2.77892,0.467563,0.893762,0.7722,-0.305028,0.913696,0.210505,0.256509,-0.715589,1.21131,0.44033,-1.00771,-0.281521,-1.4242,0.134787,-0.962221,1.81239,1.64274,0.861108,-1.22664,-1.48334,0.177598,-1.39145,1.3387,-0.0952118,1.03804,-0.688064,0.89544,0.15602,-1.29887,2.88668,1.46064,-1.15062,-3.13615,-0.532697,-0.397962,-1.26659
%E3%82%BF%E3%83%96_(GUI),-0.241666,-1.28856,0.39235,0.415087,0.44229,-2.34736,0.6796,1.51154,0.920661,0.261634,-1.41587,0.189907,0.276668,-2.66975,0.480273,0.719411,0.755587,-0.176479,0.760311,0.063435,0.243269,-0.67707,1.19823,0.432124,-0.977515,-0.242251,-1.35851,0.251363,-0.954844,1.72131,1.51934,0.535842,-1.28061,-1.38733,0.130522,-1.39065,1.24627,-0.218998,0.941322,-0.669982,1.0916,0.162776,-1.16905,2.68967,1.39176,-1.42165,-2.8389,-0.427425,-0.341964,-1.27767
%E4%B8%AD%E8%8F%AF%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD,-0.354018,-1.48907,0.324651,0.520117,0.572693,-2.57131,0.659816,1.38045,0.690124,0.280695,-1.46491,0.272868,-0.0508102,-2.92408,0.466134,0.690396,0.967432,0.130002,0.523589,0.0598444,0.156375,-0.565092,1.19682,0.405076,-1.33592,-0.470844,-1.36081,0.234081,-0.914983,1.55498,1.56891,0.553601,-1.35566,-1.27798,0.210984,-1.51963,1.42818,-0.270789,1.09838,-0.8426,1.26061,0.171217,-1.45134,2.80218,1.57842,-1.46404,-2.57529,-0.257846,-0.438455,-1.43682
%E3%83%95%E3%82%A3%E3%83%BC%E3%83%89,-0.237716,-1.34293,0.453496,0.338359,0.466227,-2.28661,0.68689,1.43474,0.77078,0.193022,-1.38616,0.275674,0.398997,-2.66775,0.522273,0.952436,0.870473,-0.326971,0.68468,0.0687022,0.311144,-0.622364,1.27579,0.455525,-0.89951,-0.212032,-1.50165,0.208501,-0.902939,1.60755,1.63015,0.571638,-1.24434,-1.43016,0.293136,-1.23676,1.40265,-0.219372,1.08125,-0.632346,1.11566,0.11311,-1.16145,2.58163,1.43841,-1.18958,-2.58665,-0.596582,-0.482848,-1.18801
%E5%BF%83%E9%9C%8A%E4%B8%BB%E7%BE%A9,-0.256011,-1.50128,0.219898,0.287274,0.714082,-2.11522,0.604919,1.22732,0.71124,0.185294,-1.51146,0.364589,0.352161,-2.90378,0.510261,0.85834,1.12806,-0.202104,0.596101,0.20358,0.48182,-0.618697,1.17963,0.423393,-1.18054,-0.0869427,-1.4744,0.109234,-0.935724,1.43874,1.71794,0.507693,-1.23153,-1.18985,0.492743,-1.371,1.38843,-0.154167,1.05595,-0.632122,1.12661,0.314997,-1.26839,2.50797,1.24676,-1.02483,-2.57159,-0.439622,-0.430457,-1.1784
1797%E5%B9%B4,0.0316398,-1.47516,-0.0215393,0.6018,0.716898,-1.62742,0.557747,1.0631,0.561285,-0.0433064,-1.06092,0.512987,0.159576,-2.60387,0.288056,0.792081,0.95019,-0.190875,0.499354,0.125622,0.461947,-0.618549,0.775249,0.269199,-1.12787,0.1145,-1.52352,-0.0744253,-0.751546,1.57757,1.31516,0.743462,-1.00315,-1.06492,0.537941,-1.13578,0.912345,-0.263143,1.23521,-0.29924,0.973964,0.311316,-1.42303,2.07785,1.10606,-0.958851,-2.06407,-0.736629,-0.537851,-0.983162
%E3%83%A9%E3%82%A4%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%89%E3%83%96%E3%83%A9%E3%82%A6%E3%82%B6,-0.13021,-1.33677,0.0488787,0.467712,0.676376,-2.25425,0.617904,1.19924,0.985883,0.0681081,-1.62824,0.197367,0.502504,-2.90332,0.464447,0.749336,1.05734,-0.28304,0.59031,0.0861974,0.307524,-0.746365,1.17103,0.554625,-1.16381,-0.237298,-1.38615,0.216849,-0.807828,1.67355,1.79047,0.646772,-1.20327,-1.39667,0.259976,-1.39341,1.36501,-0.228865,1.01525,-0.851433,1.10777,0.248214,-1.28375,2.86035,1.44326,-1.13269,-2.79891,-0.347578,-0.46391,-1.31241
3%E6%9C%884%E6%97%A5,-0.334139,-1.32262,0.14344,0.553382,0.536372,-1.79497,0.588042,1.16921,0.804302,0.05494,-1.12894,0.582321,0.381558,-2.98879,0.358954,0.641297,0.935997,-0.298623,0.568596,0.305461,0.721298,-0.509432,0.879851,-0.120893,-1.04718,-0.0185708,-1.69044,-0.158512,-0.658486,1.29866,1.45921,0.825047,-1.04267,-1.09676,0.711042,-1.17398,1.17585,-0.494466,1.1913,-0.35555,0.989521,0.417213,-1.56572,2.36993,1.02865,-0.618178,-2.25593,-0.793969,-0.429027,-0.833699
Goanna,-0.343867,-1.61033,0.179011,0.308798,0.467093,-2.22108,0.622766,1.21987,0.707469,0.000438238,-1.52541,0.590006,0.253658,-2.71292,0.452184,0.758834,1.04165,-0.119385,0.464038,0.164957,0.29439,-0.767452,1.27555,0.609393,-1.27006,-0.304426,-1.56111,0.0823918,-0.897228,1.46518,1.87489,0.638987,-1.39389,-1.35083,0.518568,-1.48223,1.33339,-0.448848,0.857331,-0.841065,1.263,0.241437,-1.44962,2.82928,1.42431,-1.01788,-2.53602,-0.463362,-0.464693,-1.24884
